000026-0-000,Actinokineospora_fastidiosa
64671-0-000,Nocardia_higoensis
64829-0-001,Nocardia_higoensis
007427-0-001,Nocardia_ignorata
007427-0-002,Nocardia_ignorata
02397-0-000,Nocardia_ignorata
02593-0-000,Nocardia_ignorata
02794-0-001,Nocardia_ignorata
02794-0-002,Nocardia_ignorata
02881-0-000,Nocardia_ignorata
03035-0-000,Nocardia_ignorata
63352-0-000,Nocardia_ignorata
63644-0-000,Nocardia_ignorata
63866-0-000,Nocardia_ignorata
64187-0-000,Nocardia_ignorata
64476-0-000,Nocardia_ignorata
64476-0-001,Nocardia_ignorata
64815-0-000,Nocardia_ignorata
000695-0-000,Nocardia_inohanensis
007427-0-001,Nocardia_inohanensis
007427-0-002,Nocardia_inohanensis
03035-0-000,Nocardia_inohanensis
63570-0-000,Nocardia_inohanensis
63866-0-000,Nocardia_jejuensis
64187-0-000,Nocardia_jejuensis
64476-0-000,Nocardia_jejuensis
64695-0-000,Nocardia_jejuensis
64815-0-000,Nocardia_jejuensis
016337-0-000,Nocardia_jiangxiensis
027391-0-000,Nocardia_jiangxiensis
029306-0-000,Nocardia_jiangxiensis
63644-0-000,Nocardia_jiangxiensis
64187-0-000,Nocardia_jiangxiensis
64695-0-000,Nocardia_jiangxiensis
64813-0-000,Nocardia_jiangxiensis
002899-0-000,Nocardia_jinanensis
027391-0-000,Nocardia_jinanensis
015594-0-001,Nocardia_kruczakiae
64187-0-000,Nocardia_kruczakiae
007427-0-000,Nocardia_lijiangensis
016337-0-000,Nocardia_lijiangensis
017962-0-000,Nocardia_lijiangensis
027391-0-000,Nocardia_lijiangensis
029306-0-000,Nocardia_lijiangensis
007427-0-001,Nocardia_mexicana
008664-0-001,Nocardia_mexicana
029306-0-000,Nocardia_mexicana
64476-0-000,Nocardia_mexicana
64695-0-000,Nocardia_mexicana
64815-0-000,Nocardia_mexicana
015594-0-000,Nocardia_mikamii
015594-0-001,Nocardia_mikamii
027391-0-000,Nocardia_mikamii
027391-0-000,Nocardia_miyunensis
029306-0-000,Nocardia_miyunensis
63644-0-000,Nocardia_miyunensis
64187-0-000,Nocardia_miyunensis
64695-0-000,Nocardia_miyunensis
64813-0-000,Nocardia_miyunensis
02881-0-000,Nocardia_neocaledoniensis
03035-0-000,Nocardia_neocaledoniensis
63133-0-000,Nocardia_neocaledoniensis
63352-0-000,Nocardia_neocaledoniensis
64187-0-000,Nocardia_neocaledoniensis
65085-0-000,Nocardia_neocaledoniensis
007427-0-002,Nocardia_niigatensis
02794-0-001,Nocardia_niigatensis
02794-0-002,Nocardia_niigatensis
63570-0-000,Nocardia_niigatensis
020370-0-001,Nocardia_niwae
027391-0-000,Nocardia_niwae
002899-0-000,Nocardia_nova
007427-0-000,Nocardia_nova
007427-0-001,Nocardia_nova
016337-0-000,Nocardia_nova
02676-0-000,Nocardia_nova
027391-0-000,Nocardia_nova
02794-0-001,Nocardia_nova
02794-0-002,Nocardia_nova
63352-0-000,Nocardia_nova
63570-0-000,Nocardia_nova
63644-0-000,Nocardia_nova
63856-0-000,Nocardia_nova
64695-0-000,Nocardia_nova
007427-0-000,Nocardia_otitidiscaviarum
007427-0-001,Nocardia_otitidiscaviarum
015826-0-000,Nocardia_otitidiscaviarum
016337-0-000,Nocardia_otitidiscaviarum
02020-0-000,Nocardia_otitidiscaviarum
02397-0-000,Nocardia_otitidiscaviarum
02593-0-000,Nocardia_otitidiscaviarum
02676-0-000,Nocardia_otitidiscaviarum
02794-0-001,Nocardia_otitidiscaviarum
02794-0-002,Nocardia_otitidiscaviarum
02881-0-000,Nocardia_otitidiscaviarum
029306-0-000,Nocardia_otitidiscaviarum
03035-0-000,Nocardia_otitidiscaviarum
63133-0-000,Nocardia_otitidiscaviarum
63280-0-000,Nocardia_otitidiscaviarum
63352-0-000,Nocardia_otitidiscaviarum
63570-0-000,Nocardia_otitidiscaviarum
63644-0-000,Nocardia_otitidiscaviarum
64187-0-000,Nocardia_otitidiscaviarum
64695-0-000,Nocardia_otitidiscaviarum
64813-0-000,Nocardia_otitidiscaviarum
007427-0-000,Nocardia_paucivorans
02020-0-000,Nocardia_paucivorans
02397-0-000,Nocardia_paucivorans
02593-0-000,Nocardia_paucivorans
02676-0-000,Nocardia_paucivorans
02794-0-001,Nocardia_paucivorans
02794-0-002,Nocardia_paucivorans
02881-0-000,Nocardia_paucivorans
63133-0-000,Nocardia_paucivorans
63352-0-000,Nocardia_paucivorans
63856-0-000,Nocardia_paucivorans
64187-0-000,Nocardia_paucivorans
03035-0-000,Nocardia_pigrifrangens
63133-0-000,Nocardia_pigrifrangens
64187-0-000,Nocardia_pigrifrangens
65085-0-000,Nocardia_pigrifrangens
007427-0-001,Nocardia_pneumoniae
007427-0-002,Nocardia_pneumoniae
027391-0-000,Nocardia_pneumoniae
63074-0-000,Nocardia_pneumoniae
63850-0-000,Nocardia_pneumoniae
64187-0-000,Nocardia_pneumoniae
64829-0-001,Nocardia_pneumoniae
007427-0-000,Nocardia_polyresistens
029306-0-000,Nocardia_polyresistens
63352-0-000,Nocardia_polyresistens
64187-0-000,Nocardia_polyresistens
64476-0-000,Nocardia_polyresistens
64815-0-000,Nocardia_polyresistens
002899-0-000,Nocardia_pseudobrasiliensis
007427-0-000,Nocardia_pseudobrasiliensis
010546-0-001,Nocardia_pseudobrasiliensis
016337-0-000,Nocardia_pseudobrasiliensis
02020-0-000,Nocardia_pseudobrasiliensis
02397-0-000,Nocardia_pseudobrasiliensis
02593-0-000,Nocardia_pseudobrasiliensis
02676-0-000,Nocardia_pseudobrasiliensis
02794-0-001,Nocardia_pseudobrasiliensis
02794-0-002,Nocardia_pseudobrasiliensis
02881-0-000,Nocardia_pseudobrasiliensis
03035-0-000,Nocardia_pseudobrasiliensis
63133-0-000,Nocardia_pseudobrasiliensis
63352-0-000,Nocardia_pseudobrasiliensis
63570-0-000,Nocardia_pseudobrasiliensis
63644-0-000,Nocardia_pseudobrasiliensis
64187-0-000,Nocardia_pseudobrasiliensis
64695-0-000,Nocardia_pseudobrasiliensis
007427-0-001,Nocardia_pseudovaccinii
02881-0-000,Nocardia_pseudovaccinii
03035-0-000,Nocardia_pseudovaccinii
63133-0-000,Nocardia_pseudovaccinii
63352-0-000,Nocardia_pseudovaccinii
63644-0-000,Nocardia_pseudovaccinii
63866-0-000,Nocardia_pseudovaccinii
64187-0-000,Nocardia_pseudovaccinii
64695-0-000,Nocardia_pseudovaccinii
007427-0-001,Nocardia_puris
007427-0-002,Nocardia_puris
02881-0-000,Nocardia_puris
03035-0-000,Nocardia_puris
63074-0-000,Nocardia_puris
63133-0-000,Nocardia_puris
63850-0-000,Nocardia_puris
64187-0-000,Nocardia_puris
64740-0-000,Nocardia_puris
64829-0-001,Nocardia_puris
002899-0-000,Nocardia_salmonicida
007427-0-000,Nocardia_salmonicida
007427-0-001,Nocardia_salmonicida
02593-0-000,Nocardia_salmonicida
02794-0-002,Nocardia_salmonicida
63352-0-000,Nocardia_salmonicida
64476-0-001,Nocardia_salmonicida
016337-0-000,Nocardia_seriolae
02523-0-001,Nocardia_seriolae
02593-0-000,Nocardia_seriolae
02794-0-001,Nocardia_seriolae
02794-0-002,Nocardia_seriolae
63280-0-000,Nocardia_seriolae
63352-0-000,Nocardia_seriolae
63465-0-002,Nocardia_seriolae
63570-0-000,Nocardia_seriolae
007427-0-000,Nocardia_shimofusensis
007427-0-001,Nocardia_shimofusensis
007427-0-002,Nocardia_shimofusensis
63061-0-000,Nocardia_shimofusensis
64187-0-000,Nocardia_shimofusensis
64829-0-001,Nocardia_shimofusensis
002899-0-000,Nocardia_sienata
64187-0-000,Nocardia_sienata
65085-0-000,Nocardia_sienata
002899-0-000,Nocardia_soli
007427-0-000,Nocardia_soli
007427-0-001,Nocardia_soli
02020-0-000,Nocardia_soli
02397-0-000,Nocardia_soli
02593-0-000,Nocardia_soli
02676-0-000,Nocardia_soli
02794-0-001,Nocardia_soli
02794-0-002,Nocardia_soli
02881-0-000,Nocardia_soli
03035-0-000,Nocardia_soli
63133-0-000,Nocardia_soli
63352-0-000,Nocardia_soli
63866-0-000,Nocardia_soli
64187-0-000,Nocardia_soli
64476-0-000,Nocardia_soli
64476-0-001,Nocardia_soli
64815-0-000,Nocardia_soli
02676-0-000,Nocardia_sp.
02794-0-001,Nocardia_sp.
02794-0-002,Nocardia_sp.
002899-0-000,Nocardia_speluncae
007427-0-000,Nocardia_speluncae
027391-0-000,Nocardia_speluncae
65085-0-000,Nocardia_speluncae
007427-0-000,Nocardia_takedensis
029306-0-000,Nocardia_takedensis
63189-0-000,Nocardia_takedensis
63850-0-000,Nocardia_takedensis
64187-0-000,Nocardia_takedensis
007427-0-000,Nocardia_tenerifensis
007427-0-001,Nocardia_tenerifensis
63133-0-000,Nocardia_tenerifensis
63189-0-000,Nocardia_tenerifensis
63352-0-000,Nocardia_tenerifensis
63850-0-000,Nocardia_tenerifensis
64187-0-000,Nocardia_tenerifensis
64476-0-001,Nocardia_tenerifensis
65085-0-000,Nocardia_tenerifensis
002899-0-000,Nocardia_testacea
027391-0-000,Nocardia_testacea
64187-0-000,Nocardia_testacea
65085-0-000,Nocardia_testacea
002899-0-000,Nocardia_thailandica
007427-0-000,Nocardia_thailandica
007427-0-001,Nocardia_thailandica
64187-0-000,Nocardia_thailandica
65085-0-000,Nocardia_thailandica
007427-0-000,Nocardia_transvalensis
007427-0-001,Nocardia_transvalensis
008664-0-001,Nocardia_transvalensis
02020-0-000,Nocardia_transvalensis
02397-0-000,Nocardia_transvalensis
02523-0-001,Nocardia_transvalensis
02593-0-000,Nocardia_transvalensis
02676-0-000,Nocardia_transvalensis
02794-0-001,Nocardia_transvalensis
02794-0-002,Nocardia_transvalensis
02881-0-000,Nocardia_transvalensis
03035-0-000,Nocardia_transvalensis
63133-0-000,Nocardia_transvalensis
63189-0-000,Nocardia_transvalensis
63352-0-000,Nocardia_transvalensis
63465-0-002,Nocardia_transvalensis
63644-0-000,Nocardia_transvalensis
63850-0-000,Nocardia_transvalensis
64254-0-000,Nocardia_transvalensis
016337-0-000,Nocardia_uniformis
02676-0-000,Nocardia_uniformis
63352-0-000,Nocardia_uniformis
63570-0-000,Nocardia_uniformis
63644-0-000,Nocardia_uniformis
64695-0-000,Nocardia_uniformis
016337-0-000,Nocardia_vaccinii
02593-0-000,Nocardia_vaccinii
027391-0-000,Nocardia_vaccinii
02794-0-002,Nocardia_vaccinii
63352-0-000,Nocardia_vaccinii
63570-0-000,Nocardia_vaccinii
64695-0-000,Nocardia_vaccinii
65765-0-000,Nocardia_vaccinii
007427-0-002,Nocardia_vermiculata
027391-0-000,Nocardia_vermiculata
64187-0-000,Nocardia_vermiculata
64695-0-000,Nocardia_vermiculata
007427-0-002,Nocardia_veterana
02397-0-000,Nocardia_veterana
02593-0-000,Nocardia_veterana
02676-0-000,Nocardia_veterana
02794-0-001,Nocardia_veterana
02794-0-002,Nocardia_veterana
02881-0-000,Nocardia_veterana
03035-0-000,Nocardia_veterana
63133-0-000,Nocardia_veterana
63352-0-000,Nocardia_veterana
63570-0-000,Nocardia_veterana
63644-0-000,Nocardia_veterana
64187-0-000,Nocardia_veterana
64695-0-000,Nocardia_veterana
007427-0-002,Nocardia_vinacea
02397-0-000,Nocardia_vinacea
02593-0-000,Nocardia_vinacea
02676-0-000,Nocardia_vinacea
02794-0-001,Nocardia_vinacea
02794-0-002,Nocardia_vinacea
03035-0-000,Nocardia_vinacea
63866-0-000,Nocardia_vinacea
64695-0-000,Nocardia_vinacea
002899-0-000,Nocardia_xishanensis
007427-0-000,Nocardia_xishanensis
63133-0-000,Nocardia_xishanensis
63644-0-000,Nocardia_xishanensis
64187-0-000,Nocardia_xishanensis
64476-0-000,Nocardia_xishanensis
64815-0-000,Nocardia_xishanensis
007427-0-001,Nocardia_yamanashiensis
007427-0-002,Nocardia_yamanashiensis
017962-0-000,Nocardia_yamanashiensis
03035-0-000,Nocardia_yamanashiensis
64695-0-000,Nocardia_yamanashiensis
008821-0-000,Nocardioides_aestuarii
010025-0-000,Nocardioides_aestuarii
010785-0-000,Nocardioides_aestuarii
012690-0-000,Nocardioides_aestuarii
015354-0-000,Nocardioides_aestuarii
018242-0-000,Nocardioides_aestuarii
019059-0-000,Nocardioides_aestuarii
022715-0-000,Nocardioides_aestuarii
025080-0-000,Nocardioides_aestuarii
63192-0-000,Nocardioides_aestuarii
63374-0-000,Nocardioides_aestuarii
63631-0-000,Nocardioides_aestuarii
63748-0-000,Nocardioides_aestuarii
63993-0-000,Nocardioides_aestuarii
64120-0-001,Nocardioides_aestuarii
64442-0-000,Nocardioides_aestuarii
64444-0-000,Nocardioides_aestuarii
64612-0-000,Nocardioides_aestuarii
64696-0-000,Nocardioides_aestuarii
64806-0-000,Nocardioides_aestuarii
65079-0-000,Nocardioides_aestuarii
65127-0-000,Nocardioides_aestuarii
65267-0-000,Nocardioides_aestuarii
65305-0-000,Nocardioides_aestuarii
65566-0-000,Nocardioides_aestuarii
65569-0-000,Nocardioides_aestuarii
65785-0-000,Nocardioides_aestuarii
65810-0-000,Nocardioides_aestuarii
65835-0-000,Nocardioides_aestuarii
012690-0-000,Nocardioides_agariphilus
025080-0-000,Nocardioides_agariphilus
65566-0-000,Nocardioides_agariphilus
65835-0-000,Nocardioides_agariphilus
005611-0-000,Nocardioides_albus
008821-0-000,Nocardioides_albus
009001-0-000,Nocardioides_albus
010280-0-001,Nocardioides_albus
010785-0-000,Nocardioides_albus
012690-0-000,Nocardioides_albus
022277-0-000,Nocardioides_albus
02449-0-000,Nocardioides_albus
025080-0-000,Nocardioides_albus
02585-0-000,Nocardioides_albus
02953-0-000,Nocardioides_albus
03040-0-000,Nocardioides_albus
63192-0-000,Nocardioides_albus
63353-0-000,Nocardioides_albus
63374-0-000,Nocardioides_albus
63582-0-000,Nocardioides_albus
63631-0-000,Nocardioides_albus
63745-0-000,Nocardioides_albus
63748-0-000,Nocardioides_albus
63796-0-001,Nocardioides_albus
63858-0-001,Nocardioides_albus
63993-0-000,Nocardioides_albus
64120-0-001,Nocardioides_albus
64442-0-000,Nocardioides_albus
64444-0-000,Nocardioides_albus
64649-0-000,Nocardioides_albus
64671-0-000,Nocardioides_albus
64696-0-000,Nocardioides_albus
64806-0-000,Nocardioides_albus
64871-0-000,Nocardioides_albus
64917-0-000,Nocardioides_albus
65079-0-000,Nocardioides_albus
65127-0-000,Nocardioides_albus
65267-0-000,Nocardioides_albus
65305-0-000,Nocardioides_albus
65569-0-000,Nocardioides_albus
65613-0-000,Nocardioides_albus
65785-0-000,Nocardioides_albus
65810-0-000,Nocardioides_albus
65835-0-000,Nocardioides_albus
008821-0-000,Nocardioides_alkalitolerans
010025-0-000,Nocardioides_alkalitolerans
012690-0-000,Nocardioides_alkalitolerans
015354-0-000,Nocardioides_alkalitolerans
018242-0-000,Nocardioides_alkalitolerans
019059-0-000,Nocardioides_alkalitolerans
021725-0-001,Nocardioides_alkalitolerans
022715-0-000,Nocardioides_alkalitolerans
025080-0-000,Nocardioides_alkalitolerans
63374-0-000,Nocardioides_alkalitolerans
63631-0-000,Nocardioides_alkalitolerans
63748-0-000,Nocardioides_alkalitolerans
63993-0-000,Nocardioides_alkalitolerans
64120-0-001,Nocardioides_alkalitolerans
64442-0-000,Nocardioides_alkalitolerans
64444-0-000,Nocardioides_alkalitolerans
64612-0-000,Nocardioides_alkalitolerans
64649-0-000,Nocardioides_alkalitolerans
64696-0-000,Nocardioides_alkalitolerans
64806-0-000,Nocardioides_alkalitolerans
65079-0-000,Nocardioides_alkalitolerans
65127-0-000,Nocardioides_alkalitolerans
65267-0-000,Nocardioides_alkalitolerans
65305-0-000,Nocardioides_alkalitolerans
65566-0-000,Nocardioides_alkalitolerans
65569-0-000,Nocardioides_alkalitolerans
65785-0-000,Nocardioides_alkalitolerans
65810-0-000,Nocardioides_alkalitolerans
65835-0-000,Nocardioides_alkalitolerans
008821-0-000,Nocardioides_aquaticus
012690-0-000,Nocardioides_aquaticus
015354-0-000,Nocardioides_aquaticus
018242-0-000,Nocardioides_aquaticus
019059-0-000,Nocardioides_aquaticus
022715-0-000,Nocardioides_aquaticus
025080-0-000,Nocardioides_aquaticus
02585-0-000,Nocardioides_aquaticus
03040-0-000,Nocardioides_aquaticus
63192-0-000,Nocardioides_aquaticus
63374-0-000,Nocardioides_aquaticus
63631-0-000,Nocardioides_aquaticus
63748-0-000,Nocardioides_aquaticus
63993-0-000,Nocardioides_aquaticus
64120-0-001,Nocardioides_aquaticus
64442-0-000,Nocardioides_aquaticus
64444-0-000,Nocardioides_aquaticus
64612-0-000,Nocardioides_aquaticus
64649-0-000,Nocardioides_aquaticus
64696-0-000,Nocardioides_aquaticus
64806-0-000,Nocardioides_aquaticus
65079-0-000,Nocardioides_aquaticus
65127-0-000,Nocardioides_aquaticus
65267-0-000,Nocardioides_aquaticus
65305-0-000,Nocardioides_aquaticus
65566-0-000,Nocardioides_aquaticus
65569-0-000,Nocardioides_aquaticus
65785-0-000,Nocardioides_aquaticus
65810-0-000,Nocardioides_aquaticus
65835-0-000,Nocardioides_aquaticus
008821-0-000,Nocardioides_aquiterrae
010025-0-000,Nocardioides_aquiterrae
010124-0-000,Nocardioides_aquiterrae
010785-0-000,Nocardioides_aquiterrae
012690-0-000,Nocardioides_aquiterrae
015354-0-000,Nocardioides_aquiterrae
018242-0-000,Nocardioides_aquiterrae
019059-0-000,Nocardioides_aquiterrae
021725-0-001,Nocardioides_aquiterrae
022715-0-000,Nocardioides_aquiterrae
025080-0-000,Nocardioides_aquiterrae
02585-0-000,Nocardioides_aquiterrae
03040-0-000,Nocardioides_aquiterrae
63192-0-000,Nocardioides_aquiterrae
63374-0-000,Nocardioides_aquiterrae
63631-0-000,Nocardioides_aquiterrae
63748-0-000,Nocardioides_aquiterrae
63993-0-000,Nocardioides_aquiterrae
64120-0-001,Nocardioides_aquiterrae
64442-0-000,Nocardioides_aquiterrae
64444-0-000,Nocardioides_aquiterrae
64612-0-000,Nocardioides_aquiterrae
64649-0-000,Nocardioides_aquiterrae
64696-0-000,Nocardioides_aquiterrae
64697-0-000,Nocardioides_aquiterrae
64806-0-000,Nocardioides_aquiterrae
65079-0-000,Nocardioides_aquiterrae
65127-0-000,Nocardioides_aquiterrae
65267-0-000,Nocardioides_aquiterrae
65305-0-000,Nocardioides_aquiterrae
65566-0-000,Nocardioides_aquiterrae
65569-0-000,Nocardioides_aquiterrae
65785-0-000,Nocardioides_aquiterrae
65810-0-000,Nocardioides_aquiterrae
65835-0-000,Nocardioides_aquiterrae
019059-0-000,Nocardioides_aromaticivorans
64442-0-000,Nocardioides_aromaticivorans
64696-0-000,Nocardioides_aromaticivorans
64806-0-000,Nocardioides_aromaticivorans
65079-0-000,Nocardioides_aromaticivorans
65569-0-000,Nocardioides_aromaticivorans
65785-0-000,Nocardioides_aromaticivorans
65810-0-000,Nocardioides_aromaticivorans
012690-0-000,Nocardioides_bigeumensis
65566-0-000,Nocardioides_bigeumensis
65835-0-000,Nocardioides_bigeumensis
010124-0-000,Nocardioides_caeni
015354-0-000,Nocardioides_caeni
018242-0-000,Nocardioides_caeni
019059-0-000,Nocardioides_caeni
022715-0-000,Nocardioides_caeni
025080-0-000,Nocardioides_caeni
022715-0-000,Nocardioides_caricicola
025080-0-000,Nocardioides_caricicola
015354-0-000,Nocardioides_daedukensis
019059-0-000,Nocardioides_daedukensis
022715-0-000,Nocardioides_daedukensis
022939-0-000,Nocardioides_daedukensis
025460-0-000,Nocardioides_daedukensis
008821-0-000,Nocardioides_daphniae
010025-0-000,Nocardioides_daphniae
012690-0-000,Nocardioides_daphniae
015354-0-000,Nocardioides_daphniae
018242-0-000,Nocardioides_daphniae
022715-0-000,Nocardioides_daphniae
025080-0-000,Nocardioides_daphniae
65305-0-000,Nocardioides_daphniae
65569-0-000,Nocardioides_daphniae
65785-0-000,Nocardioides_daphniae
65810-0-000,Nocardioides_daphniae
65835-0-000,Nocardioides_daphniae
018242-0-000,Nocardioides_dilutus
022715-0-000,Nocardioides_dilutus
025080-0-000,Nocardioides_dilutus
008821-0-000,Nocardioides_dokdonensis
010025-0-000,Nocardioides_dokdonensis
010785-0-000,Nocardioides_dokdonensis
012690-0-000,Nocardioides_dokdonensis
015354-0-000,Nocardioides_dokdonensis
018242-0-000,Nocardioides_dokdonensis
022715-0-000,Nocardioides_dokdonensis
025080-0-000,Nocardioides_dokdonensis
65835-0-000,Nocardioides_dokdonensis
008821-0-000,Nocardioides_dubius
010025-0-000,Nocardioides_dubius
010785-0-000,Nocardioides_dubius
012690-0-000,Nocardioides_dubius
015354-0-000,Nocardioides_dubius
018242-0-000,Nocardioides_dubius
019059-0-000,Nocardioides_dubius
021725-0-001,Nocardioides_dubius
022715-0-000,Nocardioides_dubius
025080-0-000,Nocardioides_dubius
025460-0-000,Nocardioides_dubius
63748-0-000,Nocardioides_dubius
63993-0-000,Nocardioides_dubius
64120-0-001,Nocardioides_dubius
64442-0-000,Nocardioides_dubius
64444-0-000,Nocardioides_dubius
64612-0-000,Nocardioides_dubius
64649-0-000,Nocardioides_dubius
64671-0-000,Nocardioides_dubius
64696-0-000,Nocardioides_dubius
64697-0-000,Nocardioides_dubius
64806-0-000,Nocardioides_dubius
65079-0-000,Nocardioides_dubius
65127-0-000,Nocardioides_dubius
65267-0-000,Nocardioides_dubius
65305-0-000,Nocardioides_dubius
65443-0-000,Nocardioides_dubius
65566-0-000,Nocardioides_dubius
65569-0-000,Nocardioides_dubius
65785-0-000,Nocardioides_dubius
65810-0-000,Nocardioides_dubius
65835-0-000,Nocardioides_dubius
008821-0-000,Nocardioides_exalbidus
010025-0-000,Nocardioides_exalbidus
012690-0-000,Nocardioides_exalbidus
018242-0-000,Nocardioides_exalbidus
019059-0-000,Nocardioides_exalbidus
022715-0-000,Nocardioides_exalbidus
025080-0-000,Nocardioides_exalbidus
65785-0-000,Nocardioides_exalbidus
65835-0-000,Nocardioides_exalbidus
008821-0-000,Nocardioides_fonticola
010025-0-000,Nocardioides_fonticola
010124-0-000,Nocardioides_fonticola
012690-0-000,Nocardioides_fonticola
015354-0-000,Nocardioides_fonticola
018242-0-000,Nocardioides_fonticola
019059-0-000,Nocardioides_fonticola
022715-0-000,Nocardioides_fonticola
022939-0-000,Nocardioides_fonticola
025080-0-000,Nocardioides_fonticola
65810-0-000,Nocardioides_fonticola
65835-0-000,Nocardioides_fonticola
015354-0-000,Nocardioides_fulvus
02449-0-000,Nocardioides_fulvus
02585-0-000,Nocardioides_fulvus
026757-0-000,Nocardioides_fulvus
63353-0-000,Nocardioides_fulvus
63374-0-000,Nocardioides_fulvus
63582-0-000,Nocardioides_fulvus
63631-0-000,Nocardioides_fulvus
63745-0-000,Nocardioides_fulvus
63748-0-000,Nocardioides_fulvus
63993-0-000,Nocardioides_fulvus
64120-0-001,Nocardioides_fulvus
64442-0-000,Nocardioides_fulvus
64612-0-000,Nocardioides_fulvus
64671-0-000,Nocardioides_fulvus
64806-0-000,Nocardioides_fulvus
64917-0-000,Nocardioides_fulvus
65079-0-000,Nocardioides_fulvus
65267-0-000,Nocardioides_fulvus
65835-0-000,Nocardioides_fulvus
010124-0-000,Nocardioides_furvisabuli
012690-0-000,Nocardioides_furvisabuli
022715-0-000,Nocardioides_furvisabuli
64444-0-000,Nocardioides_furvisabuli
65079-0-000,Nocardioides_furvisabuli
65127-0-000,Nocardioides_furvisabuli
65267-0-000,Nocardioides_furvisabuli
65305-0-000,Nocardioides_furvisabuli
65569-0-000,Nocardioides_furvisabuli
65810-0-000,Nocardioides_furvisabuli
008821-0-000,Nocardioides_ganghwensis
010025-0-000,Nocardioides_ganghwensis
010124-0-000,Nocardioides_ganghwensis
012690-0-000,Nocardioides_ganghwensis
015354-0-000,Nocardioides_ganghwensis
018242-0-000,Nocardioides_ganghwensis
019059-0-000,Nocardioides_ganghwensis
021725-0-001,Nocardioides_ganghwensis
021741-0-001,Nocardioides_ganghwensis
022715-0-000,Nocardioides_ganghwensis
022939-0-000,Nocardioides_ganghwensis
025080-0-000,Nocardioides_ganghwensis
03040-0-000,Nocardioides_ganghwensis
63192-0-000,Nocardioides_ganghwensis
63374-0-000,Nocardioides_ganghwensis
63631-0-000,Nocardioides_ganghwensis
63748-0-000,Nocardioides_ganghwensis
63993-0-000,Nocardioides_ganghwensis
64120-0-001,Nocardioides_ganghwensis
64442-0-000,Nocardioides_ganghwensis
64444-0-000,Nocardioides_ganghwensis
64612-0-000,Nocardioides_ganghwensis
64649-0-000,Nocardioides_ganghwensis
64696-0-000,Nocardioides_ganghwensis
64697-0-000,Nocardioides_ganghwensis
64806-0-000,Nocardioides_ganghwensis
65015-0-000,Nocardioides_ganghwensis
65079-0-000,Nocardioides_ganghwensis
65127-0-000,Nocardioides_ganghwensis
65267-0-000,Nocardioides_ganghwensis
65305-0-000,Nocardioides_ganghwensis
65566-0-000,Nocardioides_ganghwensis
65569-0-000,Nocardioides_ganghwensis
65785-0-000,Nocardioides_ganghwensis
65810-0-000,Nocardioides_ganghwensis
65835-0-000,Nocardioides_ganghwensis
019059-0-000,Nocardioides_ginsengisoli
022715-0-000,Nocardioides_ginsengisoli
025080-0-000,Nocardioides_ginsengisoli
022715-0-000,Nocardioides_halotolerans
025080-0-000,Nocardioides_halotolerans
008821-0-000,Nocardioides_hankookensis
010025-0-000,Nocardioides_hankookensis
010124-0-000,Nocardioides_hankookensis
012690-0-000,Nocardioides_hankookensis
015354-0-000,Nocardioides_hankookensis
018242-0-000,Nocardioides_hankookensis
019059-0-000,Nocardioides_hankookensis
022715-0-000,Nocardioides_hankookensis
022939-0-000,Nocardioides_hankookensis
025080-0-000,Nocardioides_hankookensis
65267-0-000,Nocardioides_hankookensis
65569-0-000,Nocardioides_hankookensis
65785-0-000,Nocardioides_hankookensis
65835-0-000,Nocardioides_hankookensis
008821-0-000,Nocardioides_humi
015354-0-000,Nocardioides_humi
018242-0-000,Nocardioides_humi
019059-0-000,Nocardioides_humi
022715-0-000,Nocardioides_humi
025080-0-000,Nocardioides_humi
022715-0-000,Nocardioides_hungaricus
022939-0-000,Nocardioides_hungaricus
008821-0-000,Nocardioides_hwasunensis
010025-0-000,Nocardioides_hwasunensis
010124-0-000,Nocardioides_hwasunensis
010785-0-000,Nocardioides_hwasunensis
012690-0-000,Nocardioides_hwasunensis
015354-0-000,Nocardioides_hwasunensis
018242-0-000,Nocardioides_hwasunensis
019059-0-000,Nocardioides_hwasunensis
022715-0-000,Nocardioides_hwasunensis
022939-0-000,Nocardioides_hwasunensis
025080-0-000,Nocardioides_hwasunensis
65015-0-000,Nocardioides_hwasunensis
65569-0-000,Nocardioides_hwasunensis
65785-0-000,Nocardioides_hwasunensis
65835-0-000,Nocardioides_hwasunensis
008821-0-000,Nocardioides_insulae
010025-0-000,Nocardioides_insulae
012690-0-000,Nocardioides_insulae
015354-0-000,Nocardioides_insulae
018242-0-000,Nocardioides_insulae
64612-0-000,Nocardioides_insulae
64649-0-000,Nocardioides_insulae
64806-0-000,Nocardioides_insulae
65079-0-000,Nocardioides_insulae
65127-0-000,Nocardioides_insulae
65267-0-000,Nocardioides_insulae
65305-0-000,Nocardioides_insulae
65566-0-000,Nocardioides_insulae
65569-0-000,Nocardioides_insulae
65785-0-000,Nocardioides_insulae
65810-0-000,Nocardioides_insulae
65835-0-000,Nocardioides_insulae
022715-0-000,Nocardioides_islandensis
025080-0-000,Nocardioides_islandensis
008821-0-000,Nocardioides_jensenii
010025-0-000,Nocardioides_jensenii
010280-0-001,Nocardioides_jensenii
011197-0-000,Nocardioides_jensenii
012690-0-000,Nocardioides_jensenii
015354-0-000,Nocardioides_jensenii
019059-0-000,Nocardioides_jensenii
022715-0-000,Nocardioides_jensenii
